dir;backbone;use_kd;T;use_refinement;entropt_thr;model_size_mb;macs;params;inference_time_ms;throughput_fps;ram_mb;GLOPS;cpu_core
timm-efficientnet-b3_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,35;146,96753025054932;4003157056;12484523;34,11372900009155;29,313711203994036;1149,2578125;234,69477968762996;4
timm-efficientnet-b3_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,35;146,96753025054932;4003157056;12484523;34,67278480529785;28,8410638376876;1194,83984375;230,91061640877112;4
timm-efficientnet-b3_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,45;146,96753025054932;4003157056;12484523;33,504533767700195;29,846706924304158;1191,84765625;238,96211084478452;4
timm-efficientnet-b3_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,45;146,96753025054932;4003157056;12484523;33,41573476791382;29,926021586699083;1179,1015625;239,5971289456055;4
timm-efficientnet-b3_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;1,0;146,96753025054932;4003157056;12484523;33,5610032081604;29,796487125177737;1172,9765625;238,56003535833682;4
timm-efficientnet-b3_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;1,0;146,96753025054932;4003157056;12484523;33,02983045578003;30,2756625208473;1170,9140625;242,3964640908092;4
timm-efficientnet-b3_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;adaptive;146,96753025054932;4003157056;12484523;33,54214429855347;29,813240057020618;1177,1640625;238,6941645929679;4
timm-efficientnet-b3_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;adaptive;146,96759128570557;4003157056;12484523;33,50820541381836;29,84343648519036;1175,1640625;238,93592668195527;4
timm-efficientnet-b5_unet/imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;False;;350,66991329193115;5967162176;29997299;49,52038526535034;20,19370395932087;1262,1953125;240,9982129188019;4
timm-efficientnet-b5_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;False;;350,6699743270874;5967162176;29997299;49,54148530960083;20,18510332806284;1290,7890625;240,8955701957366;4
timm-efficientnet-b5_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,05;350,6699743270874;5967162176;29997299;49,9481201171875;20,02077350766787;1386,984375;238,93440481843712;4
timm-efficientnet-b5_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,05;350,6699743270874;5967162176;29997299;48,870861530303955;20,462090675031742;1385,546875;244,20122703586344;4
timm-efficientnet-b5_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,15;350,6699743270874;5967162176;29997299;50,13267993927002;19,947068483300413;1359,96484375;238,05478515126387;4
timm-efficientnet-b5_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,15;350,6699743270874;5967162176;29997299;49,87969398498535;20,048238473576387;1362,65234375;239,262180629906;4
timm-efficientnet-b5_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,25;350,6699743270874;5967162176;29997299;50,185346603393555;19,926135170547564;1389,26171875;237,80496020710947;4
timm-efficientnet-b5_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,25;350,6699743270874;5967162176;29997299;49,58314895629883;20,168142222700933;1387,8515625;240,69315086297917;4
timm-efficientnet-b5_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,35;350,6699743270874;5967162176;29997299;50,17681121826172;19,929524729065538;1390,85546875;237,84541229787305;4
timm-efficientnet-b5_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,35;350,6699743270874;5967162176;29997299;49,757349491119385;20,097533534789235;1393,54296875;239,85048387937186;4
timm-efficientnet-b5_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,45;350,6699743270874;5967162176;29997299;49,7974157333374;20,081363365419374;1392,10546875;239,6575038332851;4
timm-efficientnet-b5_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,45;350,6699743270874;5967162176;29997299;50,24714469909668;19,901628360944013;1390,703125;237,51248799246795;4
timm-efficientnet-b5_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;1,0;350,6699743270874;5967162176;29997299;50,26792287826538;19,89340204928928;1393,578125;237,41431252095975;4
timm-efficientnet-b5_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;1,0;350,67003536224365;5967162176;29997299;49,03528690338135;20,393477088660465;1392,140625;243,38237024115463;4
timm-efficientnet-b5_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;adaptive;350,6699743270874;5967162176;29997299;50,73540210723877;19,71010297476923;1386,453125;235,2267619122161;4
timm-efficientnet-b5_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;adaptive;350,67003536224365;5967162176;29997299;50,29904842376709;19,881091816589603;1385,03125;237,26739821107324;4
timm-efficientnet-b7_unet/imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;False;;757,5920314788818;9818342400;65148819;74,39193725585938;13,442316961859147;1551,78515625;263,96254116172173;4
timm-efficientnet-b7_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;False;;757,5920314788818;9818342400;65148819;74,47247505187988;13,427779851594408;1624,48046875;263,6770805095502;4
timm-efficientnet-b7_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,05;757,5920314788818;9818342400;65148819;75,55789947509766;13,234883538941943;1790,18359375;259,8892364189115;4
timm-efficientnet-b7_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,05;757,5920925140381;9818342400;65148819;74,88775253295898;13,353318348816627;1718,0546875;262,21490344976854;4
timm-efficientnet-b7_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,15;757,5920314788818;9818342400;65148819;73,8897442817688;13,533677910518026;1718,03515625;265,75656731356514;4
timm-efficientnet-b7_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,15;757,5920925140381;9818342400;65148819;74,53635931015015;13,416271055565533;1931,56640625;263,45108590950366;4
timm-efficientnet-b7_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,25;757,5920314788818;9818342400;65148819;74,46973323822021;13,428274233252772;1928,44140625;263,68678852634633;4
timm-efficientnet-b7_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,25;757,5920925140381;9818342400;65148819;74,54560995101929;13,414606180793973;1930,19921875;263,4183932883831;4
timm-efficientnet-b7_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,35;757,5920314788818;9818342400;65148819;74,51238632202148;13,420587493712556;1927,08203125;263,53584644485545;4
timm-efficientnet-b7_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,35;757,5920925140381;9818342400;65148819;74,68165159225464;13,390169856710985;1928,08203125;262,9385448946948;4
timm-efficientnet-b7_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,45;757,5920314788818;9818342400;65148819;73,82105588912964;13,546270612843575;1929,09375;266,00384623991215;4
timm-efficientnet-b7_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,45;757,5920925140381;9818342400;65148819;74,1767406463623;13,481314914704882;1930,09375;264,7283316695987;4
timm-efficientnet-b7_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;1,0;757,5920314788818;9818342400;65148819;74,52563047409058;13,418202484682874;1927,03125;263,4890127742945;4
timm-efficientnet-b7_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;1,0;757,5920925140381;9818342400;65148819;75,31846761703491;13,276956258385537;1928,03125;260,71540514930416;4
timm-efficientnet-b7_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;adaptive;757,5920925140381;9818342400;65148819;75,34115314483643;13,27295851282754;1929,03125;260,6369026798712;4
timm-efficientnet-b7_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;adaptive;757,5920925140381;9818342400;65148819;74,00122880935669;13,513289118160701;1926,015625;265,35619902459166;4
