dir;backbone;use_kd;T;use_refinement;entropt_thr;model_size_mb;macs;params;inference_time_ms;throughput_fps;ram_mb;GLOPS;cpu_core
timm-efficientnet-b5_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,45;350,6699743270874;5967162176;29997299;77,291738986969;12,937993285008053;1397,90625;154,4062083272841;2
timm-efficientnet-b5_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;1,0;350,6699743270874;5967162176;29997299;78,18776369094849;12,789725051514248;1390,25;152,63672713767096;2
timm-efficientnet-b5_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;1,0;350,67003536224365;5967162176;29997299;77,86864042282104;12,84214023219197;1392,375;153,26226690484756;2
timm-efficientnet-b5_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;adaptive;350,6699743270874;5967162176;29997299;78,24175357818604;12,780899638205478;1390,63671875;152,53140179270363;2
timm-efficientnet-b5_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;adaptive;350,67003536224365;5967162176;29997299;77,46647596359253;12,908809747199253;1392,828125;154,05792252133506;2
timm-efficientnet-b7_unet/imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;False;;757,5920314788818;9818342400;65148819;119,06245946884155;8,398952990398273;1547,0625;164,92759252246833;2
timm-efficientnet-b7_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;False;;757,5920314788818;9818342400;65148819;118,81635189056396;8,416349972780278;1646,91796875;165,2692115819749;2
timm-efficientnet-b7_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,05;757,5920314788818;9818342400;65148819;119,64012384414673;8,358399906896485;1789,08203125;164,13126440407564;2
timm-efficientnet-b7_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,05;757,5920925140381;9818342400;65148819;118,80364418029785;8,417250219045368;1719,32421875;165,28688943412484;2
timm-efficientnet-b7_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,15;757,5920314788818;9818342400;65148819;119,18705701828003;8,390172767221086;1719,42578125;164,75517804746426;2
timm-efficientnet-b7_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,15;757,5920925140381;9818342400;65148819;118,61006021499634;8,430988047618966;1729,203125;165,55665484366102;2
timm-efficientnet-b7_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,25;757,5920314788818;9818342400;65148819;118,9337968826294;8,40803897807834;1729,140625;165,10601119863847;2
timm-efficientnet-b7_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,25;757,5920925140381;9818342400;65148819;119,70396041870117;8,353942480283814;1797,046875;164,04373532266348;2
timm-efficientnet-b7_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,35;757,5920314788818;9818342400;65148819;118,8821792602539;8,411689676472239;1755,578125;165,17769881229935;2
timm-efficientnet-b7_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,35;757,5920925140381;9818342400;65148819;118,99831295013428;8,403480479753068;1755,515625;165,01649740386375;2
timm-efficientnet-b7_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,45;757,5920314788818;9818342400;65148819;119,66025829315186;8,35699349361366;1760,28125;164,10364710974227;2
timm-efficientnet-b7_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,45;757,5920925140381;9818342400;65148819;119,35575008392334;8,378314402924566;1859,640625;164,52231908552992;2
timm-efficientnet-b7_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;1,0;757,5920314788818;9818342400;65148819;118,33018064498901;8,450929378703247;1859,578125;165,94823647665552;2
timm-efficientnet-b7_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;1,0;757,5920925140381;9818342400;65148819;118,87311935424805;8,412330772779237;1859,515625;165,19028781840632;2
timm-efficientnet-b7_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;adaptive;757,5920925140381;9818342400;65148819;119,55269575119019;8,364512349275442;1859,453125;164,25129250842937;2
timm-efficientnet-b7_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;adaptive;757,5920925140381;9818342400;65148819;117,42435693740845;8,516120727261356;1859,7109375;167,22837843997803;2
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;False;;68,94533157348633;3143944704;5802463;33,22875499725342;30,09441672077864;920,39453125;189,2303641385221;3
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T1,0_w-0,001_256x256;b0;True;1,0;False;;68,94539260864258;3143944704;5802463;27,1986722946167;36,76650055443791;941,4375;231,1836894054763;3
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T1,5_w-0,001_256x256;b0;True;1,5;False;;68,94539260864258;3143944704;5802463;29,14454936981201;34,31173312412928;957,734375;215,74838328133524;3
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;False;;68,94539260864258;3143944704;5802463;27,934086322784424;35,79855766337882;961,1875;225,09737155323694;3
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,5_w-0,001_256x256;b0;True;2,5;False;;68,94539260864258;3143944704;5802463;27,63230800628662;36,189521330338756;965,31640625;227,5557078536271;3
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T3,0_w-0,001_256x256;b0;True;3,0;False;;68,94539260864258;3143944704;5802463;28,09385061264038;35,59497819604928;969,49609375;223,8172863769292;3
timm-efficientnet-b0_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,05;68,94533157348633;3143944704;5802463;30,489015579223633;32,798697530970394;984,625;206,23458280118447;3
timm-efficientnet-b0_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,05;68,94539260864258;3143944704;5802463;27,14214324951172;36,843074285152106;1010,8828125;231,66517655576507;3
timm-efficientnet-b0_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,15;68,94533157348633;3143944704;5802463;28,29662561416626;35,339902843375285;1019,6484375;222,21340076860852;3
timm-efficientnet-b0_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,15;68,94539260864258;3143944704;5802463;27,758455276489258;36,025059393235615;1016,54296875;226,5215893812971;3
timm-efficientnet-b0_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,25;68,94533157348633;3143944704;5802463;27,596139907836914;36,23695210053686;1016,359375;227,85394729116908;3
timm-efficientnet-b0_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,25;68,94539260864258;3143944704;5802463;27,649807929992676;36,16661651075219;1016,171875;227,41168488115662;3
timm-efficientnet-b0_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,35;68,94533157348633;3143944704;5802463;27,922940254211426;35,81284746147666;1015,921875;225,18722422333875;3
timm-efficientnet-b0_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,35;68,94539260864258;3143944704;5802463;27,951407432556152;35,7763737805653;1019,859375;224,95788175146546;3
timm-efficientnet-b0_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,45;68,94533157348633;3143944704;5802463;27,389919757843018;36,50978202349984;1015,546875;229,56947167395342;3
timm-efficientnet-b0_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,45;68,94539260864258;3143944704;5802463;27,086567878723145;36,918667749911315;1030,0390625;232,14049990213857;3
timm-efficientnet-b0_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;1,0;68,94533157348633;3143944704;5802463;29,67289686203003;33,700787781176096;1032,3125;211,90682653051297;3
timm-efficientnet-b0_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;1,0;68,94539260864258;3143944704;5802463;26,862990856170654;37,22593680481009;1060,05078125;234,0725737378427;3
timm-efficientnet-b0_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;adaptive;68,94533157348633;3143944704;5802463;30,2213191986084;33,0892239821896;1067,4296875;208,06138099654956;3
timm-efficientnet-b0_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;adaptive;68,94539260864258;3143944704;5802463;28,11518907546997;35,56796283018716;1075,44140625;223,64741674407153;3
timm-efficientnet-b3_unet/imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;False;;146,96746921539307;4003157056;12484523;43,56689453125;22,953208181563465;1085,2265625;183,7705945797254;3
timm-efficientnet-b3_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;False;;146,96753025054932;4003157056;12484523;43,84056329727173;22,809925894867135;1098,8359375;182,62343158574896;3
timm-efficientnet-b3_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,05;146,96753025054932;4003157056;12484523;44,0595269203186;22,69656689252461;1093,34765625;181,71584380557175;3
timm-efficientnet-b3_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,05;146,96753025054932;4003157056;12484523;43,581461906433105;22,945535928715348;1090,5546875;183,7091681134767;3
timm-efficientnet-b3_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,15;146,96753025054932;4003157056;12484523;43,68630647659302;22,890467989913425;1096,46875;183,26827689792813;3
timm-efficientnet-b3_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,15;146,96753025054932;4003157056;12484523;40,3043270111084;24,811231799612656;1095,9375;198,64651529334196;3
timm-efficientnet-b3_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,25;146,96753025054932;4003157056;12484523;41,45379066467285;24,123246245178866;1095,9609375;193,13828684002655;3
timm-efficientnet-b3_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,25;146,96753025054932;4003157056;12484523;41,11893177032471;24,319697933439365;1101,6796875;194,7111407640728;3
timm-efficientnet-b3_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,35;146,96753025054932;4003157056;12484523;41,00261926651001;24,388685842242687;1129,68359375;195,26347963188226;3
timm-efficientnet-b3_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,35;146,96753025054932;4003157056;12484523;43,77729892730713;22,84288945420126;1160,625;182,88734819602752;3
timm-efficientnet-b3_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,45;146,96753025054932;4003157056;12484523;39,586663246154785;25,261032832746622;1161,18359375;202,24776365251464;3
timm-efficientnet-b3_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,45;146,96753025054932;4003157056;12484523;41,68907403945923;23,987100290437912;1139,43359375;192,04825956129235;3
timm-efficientnet-b3_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;1,0;146,96753025054932;4003157056;12484523;41,763293743133545;23,94447157713497;1139,45703125;191,7069606923986;3
timm-efficientnet-b3_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;1,0;146,96753025054932;4003157056;12484523;41,468167304992676;24,11488293285636;1139,48046875;193,07132753455582;3
timm-efficientnet-b3_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;adaptive;146,96753025054932;4003157056;12484523;41,482532024383545;24,106532345040975;1149,73828125;193,004470105486;3
timm-efficientnet-b3_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;adaptive;146,96759128570557;4003157056;12484523;41,55064821243286;24,06701322413493;1139,6875;192,6880676100821;3
timm-efficientnet-b5_unet/imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;False;;350,66991329193115;5967162176;29997299;63,747572898864746;15,68687174312496;1169,98828125;187,21221545067692;3
timm-efficientnet-b5_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;False;;350,6699743270874;5967162176;29997299;59,547293186187744;16,79337458502571;1256,31640625;200,41757926233026;3
timm-efficientnet-b5_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,05;350,6699743270874;5967162176;29997299;60,305142402648926;16,582333780478308;1365,7421875;197,8989498493545;3
timm-efficientnet-b5_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,05;350,6699743270874;5967162176;29997299;58,78181457519531;17,012064143082426;1377,7421875;203,02749138057462;3
timm-efficientnet-b5_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,15;350,6699743270874;5967162176;29997299;60,337257385253906;16,57350770213156;1372,125;197,79361656760827;3
timm-efficientnet-b5_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,15;350,6699743270874;5967162176;29997299;59,91041660308838;16,69158815277626;1374,3125;199,2028269652324;3
timm-efficientnet-b5_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,25;350,6699743270874;5967162176;29997299;60,176777839660645;16,617705963992826;1372,37890625;198,32109296045522;3
timm-efficientnet-b5_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,25;350,6699743270874;5967162176;29997299;59,668922424316406;16,75914294025323;1374,64453125;200,00904771051304;3
timm-efficientnet-b5_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,35;350,6699743270874;5967162176;29997299;60,74270009994507;16,462883578678852;1355,4140625;196,47339239716797;3
timm-efficientnet-b5_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,35;350,6699743270874;5967162176;29997299;60,12595891952515;16,63175137611423;1357,6015625;198,4887154643696;3
timm-efficientnet-b5_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;0,45;350,6699743270874;5967162176;29997299;60,84059476852417;16,436394216799293;1345,09765625;196,15725976061978;3
timm-efficientnet-b5_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;0,45;350,6699743270874;5967162176;29997299;59,80966091156006;16,71970689615997;1347,359375;199,53840516914426;3
timm-efficientnet-b5_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;1,0;350,6699743270874;5967162176;29997299;60,77749729156494;16,453458015928963;1345,546875;196,36090467411063;3
timm-efficientnet-b5_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;1,0;350,67003536224365;5967162176;29997299;60,00399589538574;16,665556769643388;1347,734375;198,89215999559357;3
timm-efficientnet-b5_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b5;False;;True;adaptive;350,6699743270874;5967162176;29997299;60,56008338928223;16,512526800400305;1358,28125;197,06585070707;3
timm-efficientnet-b5_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b5;True;2,0;True;adaptive;350,67003536224365;5967162176;29997299;63,954174518585205;15,636195878181464;1357,17578125;186,60743324162308;3
timm-efficientnet-b7_unet/imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;False;;757,5920314788818;9818342400;65148819;89,59705829620361;11,161080720909917;1539,203125;219,16662414386482;3
timm-efficientnet-b7_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;False;;757,5920314788818;9818342400;65148819;89,29808139801025;11,198448884281204;1660,18359375;219,90041098954168;3
timm-efficientnet-b7_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,05;757,5920314788818;9818342400;65148819;89,56122398376465;11,165546377317002;1951,6953125;219,25431483115588;3
timm-efficientnet-b7_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,05;757,5920925140381;9818342400;65148819;89,8779034614563;11,126205234959059;1954,53515625;218,48178521900098;3
timm-efficientnet-b7_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,15;757,5920314788818;9818342400;65148819;89,60881233215332;11,159616715968696;1949,16015625;219,1378759402884;3
timm-efficientnet-b7_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,15;757,5920925140381;9818342400;65148819;89,85140323638916;11,129486730097137;1883,65234375;218,54622290470013;3
timm-efficientnet-b7_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,25;757,5920314788818;9818342400;65148819;89,69697952270508;11,148647427384876;1886,52734375;218,92247547788773;3
timm-efficientnet-b7_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,25;757,5920925140381;9818342400;65148819;90,64650535583496;11,03186489180666;1896,40625;216,6292536365935;3
timm-efficientnet-b7_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,35;757,5920314788818;9818342400;65148819;90,63606262207031;11,033135940268606;1895,09765625;216,65421281460627;3
timm-efficientnet-b7_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,35;757,5920925140381;9818342400;65148819;90,97541570663452;10,991980550269401;1893,78515625;215,84605739337078;3
timm-efficientnet-b7_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;0,45;757,5920314788818;9818342400;65148819;89,66230154037476;11,152959301961504;2010,87109375;219,0071463998461;3
timm-efficientnet-b7_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;0,45;757,5920925140381;9818342400;65148819;90,1195764541626;11,096368173774414;2009,62109375;217,89588425315983;3
timm-efficientnet-b7_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;1,0;757,5920314788818;9818342400;65148819;90,13532400131226;11,09442952671298;2008,30859375;217,857815651876;3
timm-efficientnet-b7_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;1,0;757,5920925140381;9818342400;65148819;90,52914381027222;11,04616654826389;2011,12109375;216,910090756562;3
timm-efficientnet-b7_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b7;False;;True;adaptive;757,5920925140381;9818342400;65148819;89,96163606643677;11,115849418984542;2009,87109375;218,2784313248626;3
timm-efficientnet-b7_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b7;True;2,0;True;adaptive;757,5920925140381;9818342400;65148819;88,91605138778687;11,24656329641462;2008,765625;220,8452185349429;3
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;False;;68,94533157348633;3143944704;5802463;25,13371706008911;39,78719095186848;921,0546875;250,17745656032724;4
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T1,0_w-0,001_256x256;b0;True;1,0;False;;68,94539260864258;3143944704;5802463;23,071014881134033;43,34443045319755;929,3984375;272,5449851424536;4
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T1,5_w-0,001_256x256;b0;True;1,5;False;;68,94539260864258;3143944704;5802463;23,07133674621582;43,34382576094213;963,60546875;272,5411829044255;4
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;False;;68,94539260864258;3143944704;5802463;22,724950313568115;44,00449665242797;966,16796875;276,6954084051733;4
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,5_w-0,001_256x256;b0;True;2,5;False;;68,94539260864258;3143944704;5802463;24,801206588745117;40,32061893528212;974,21875;253,53159272716468;4
timm-efficientnet-b0_unet/imagenet_dropout-0,5_lr-0,001_kd_T3,0_w-0,001_256x256;b0;True;3,0;False;;68,94539260864258;3143944704;5802463;24,45322275161743;40,894405214292505;978,87109375;257,1394973934098;4
timm-efficientnet-b0_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,05;68,94533157348633;3143944704;5802463;25,729691982269287;38,865603237268246;989,97265625;244,38261493114948;4
timm-efficientnet-b0_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,05;68,94539260864258;3143944704;5802463;24,21635389328003;41,29440808500479;1007,09375;259,65467120733115;4
timm-efficientnet-b0_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,15;68,94533157348633;3143944704;5802463;24,5261549949646;40,77279949528605;1021,9296875;256,37485408091686;4
timm-efficientnet-b0_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,15;68,94539260864258;3143944704;5802463;23,52890968322754;42,500906904022195;1030,0859375;267,2410023521952;4
timm-efficientnet-b0_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,25;68,94533157348633;3143944704;5802463;23,620831966400146;42,335511358044755;1030,3984375;266,2010134505133;4
timm-efficientnet-b0_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,25;68,94539260864258;3143944704;5802463;23,366260528564453;42,79674956022742;1027,71484375;269,1012282565826;4
timm-efficientnet-b0_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,35;68,94533157348633;3143944704;5802463;23,241758346557617;43,0260045341239;1026,1875;270,5427581786776;4
timm-efficientnet-b0_unet/refinement_thr-0,35_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,35;68,94539260864258;3143944704;5802463;22,920167446136475;43,62969870748324;1029,3125;274,3387203770152;4
timm-efficientnet-b0_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;0,45;68,94533157348633;3143944704;5802463;22,97980785369873;43,51646481844035;1024,1875;273,6267182054757;4
timm-efficientnet-b0_unet/refinement_thr-0,45_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;0,45;68,94539260864258;3143944704;5802463;22,497940063476562;44,44851382742425;1030,015625;279,4873392968025;4
timm-efficientnet-b0_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;1,0;68,94533157348633;3143944704;5802463;25,593650341033936;39,07219121442455;1034,328125;245,68161728453077;4
timm-efficientnet-b0_unet/refinement_thr-1,0_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;1,0;68,94539260864258;3143944704;5802463;23,497116565704346;42,5584133782427;1067,65234375;267,6025967023378;4
timm-efficientnet-b0_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_256x256;b0;False;;True;adaptive;68,94533157348633;3143944704;5802463;24,347412586212158;41,07212610206869;1075,67578125;258,256986681238;4
timm-efficientnet-b0_unet/refinement_thr-adaptive_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b0;True;2,0;True;adaptive;68,94539260864258;3143944704;5802463;23,35425615310669;42,81874761688676;1069,24609375;269,2395496040475;4
timm-efficientnet-b3_unet/imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;False;;146,96746921539307;4003157056;12484523;34,86760854721069;28,679913583577186;1085,57421875;229,62039685513452;4
timm-efficientnet-b3_unet/imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;False;;146,96753025054932;4003157056;12484523;34,90356206893921;28,650370928470455;1085,44921875;229,38386907864756;4
timm-efficientnet-b3_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,05;146,96753025054932;4003157056;12484523;36,52845621109009;27,375917400429273;1084,4453125;219,18019381200327;4
timm-efficientnet-b3_unet/refinement_thr-0,05_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,05;146,96753025054932;4003157056;12484523;36,85729503631592;27,131670921989485;1076,58984375;217,2246797848645;4
timm-efficientnet-b3_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,15;146,96753025054932;4003157056;12484523;36,62092685699463;27,306791111678244;1084,34765625;218,6267470308657;4
timm-efficientnet-b3_unet/refinement_thr-0,15_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,15;146,96753025054932;4003157056;12484523;35,120582580566406;28,473331776487647;1085,3984375;227,96643801775107;4
timm-efficientnet-b3_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_256x256;b3;False;;True;0,25;146,96753025054932;4003157056;12484523;34,894371032714844;28,657917320316812;1085,53515625;229,44428786218174;4
timm-efficientnet-b3_unet/refinement_thr-0,25_imagenet_dropout-0,5_lr-0,001_kd_T2,0_w-0,001_256x256;b3;True;2,0;True;0,25;146,96753025054932;4003157056;12484523;34,54021215438843;28,951761950105663;1108,49609375;231,7969002683956;4
